user,login_hour,files_accessed,commands_executed,session_duration,failed_logins
paul,18,108,162,38,4
alice,11,10,14,12,1
queen,22,5,15,118,1
charlie,15,4,23,116,0
oscar,13,1,21,112,1
paul,17,14,10,83,1
nina,13,15,19,21,0
jack,23,14,24,115,0
jack,22,10,29,13,1
bob,23,3,14,60,1
charlie,12,11,8,98,0
emma,9,5,30,72,0
emma,9,12,19,53,1
paul,13,7,7,109,0
queen,19,4,26,40,0
david,14,13,10,79,0
bob,22,10,7,93,1
irene,21,10,5,11,0
robert,8,4,7,15,1
charlie,13,12,9,106,0
queen,13,3,18,42,0
oscar,13,8,15,34,0
frank,13,14,24,101,0
oscar,7,8,12,11,0
tom,18,9,28,110,1
queen,11,4,9,34,0
nina,7,3,29,117,0
grace,8,2,19,72,1
henry,22,8,12,15,0
paul,10,12,13,31,1
robert,21,109,103,103,5
kevin,13,7,13,72,0
mike,21,15,22,119,0
robert,9,2,30,50,0
queen,16,6,6,55,0
oscar,18,9,14,79,1
oscar,7,6,13,114,0
linda,8,1,22,68,1
queen,16,4,30,56,0
oscar,18,9,29,80,1
oscar,7,8,8,63,1
irene,16,12,10,97,0
emma,10,6,25,113,1
charlie,14,4,23,108,1
linda,9,12,6,33,0
paul,9,11,6,15,1
jack,23,6,10,78,1
sarah,10,11,20,120,1
emma,10,6,6,11,0
irene,11,11,16,61,0
sarah,9,8,26,109,0
mike,21,8,15,41,1
queen,21,7,24,60,0
kevin,14,4,26,63,0
queen,8,9,28,22,0
kevin,21,9,15,30,0
charlie,12,7,16,22,0
emma,8,13,30,107,1
frank,14,6,24,59,1
charlie,16,15,26,18,1
linda,10,8,27,55,0
emma,8,13,15,16,0
emma,8,14,26,62,0
oscar,12,15,13,14,1
robert,19,6,6,20,0
sarah,9,3,29,38,0
charlie,12,5,27,13,1
jack,23,5,11,120,1
irene,15,10,17,19,1
robert,8,3,22,33,0
kevin,12,1,23,83,0
grace,11,1,26,14,1
frank,15,13,12,60,1
oscar,18,14,25,38,1
kevin,18,12,5,50,0
jack,22,5,26,66,1
mike,23,2,8,60,0
queen,10,15,12,94,1
sarah,11,1,24,49,0
tom,19,11,27,13,0
linda,9,2,6,49,0
jack,22,12,17,115,1
oscar,19,13,13,38,1
charlie,14,15,8,90,0
emma,8,7,29,72,0
sarah,9,115,87,57,3
kevin,20,12,7,40,1
emma,10,7,7,85,1
oscar,18,13,20,94,0
charlie,13,11,6,93,1
tom,22,15,10,91,0
sarah,9,10,24,74,0
queen,12,6,16,35,1
oscar,17,12,8,23,1
frank,12,11,26,35,0
charlie,12,13,18,102,1
irene,7,9,22,40,1
oscar,16,13,6,119,1
grace,11,2,7,69,0
david,13,15,27,63,0
robert,8,1,29,46,0
mike,22,1,26,116,1
emma,11,4,8,55,1
paul,21,4,15,48,0
henry,21,7,29,88,0
nina,20,13,8,95,0
grace,10,12,17,38,0
queen,22,1,6,70,0
tom,20,7,21,78,1
queen,17,7,19,100,0
alice,11,10,22,89,0
david,14,2,7,93,0
linda,11,9,28,61,0
henry,23,6,9,13,0
emma,8,7,15,98,1
sarah,10,4,12,25,0
david,15,10,29,16,0
nina,10,13,17,45,1
sarah,10,3,6,95,1
kevin,22,2,23,13,1
kevin,11,9,25,35,1
grace,9,14,23,27,0
paul,20,10,23,69,0
irene,22,1,28,110,0
alice,10,14,8,92,1
jack,21,9,11,19,0
henry,22,7,27,117,1
charlie,15,11,15,97,1
sarah,10,3,9,27,1
irene,10,10,22,117,0
henry,21,4,11,63,0
bob,23,4,8,97,1
alice,9,6,14,120,0
paul,18,6,27,83,0
nina,6,5,7,36,1
paul,20,6,5,63,0
linda,11,6,19,21,0
nina,8,14,19,102,0
charlie,12,1,27,43,1
bob,21,7,23,69,0
oscar,22,6,29,49,0
linda,9,13,30,41,0
bob,23,1,12,115,0
grace,10,6,17,65,0
kevin,20,14,20,55,1
henry,22,1,11,47,0
paul,21,10,9,11,0
frank,15,10,13,31,0
kevin,21,7,15,37,0
oscar,20,4,7,40,0
frank,16,3,25,49,0
paul,12,13,26,85,1
kevin,16,6,20,44,0
irene,9,15,20,93,1
grace,11,8,8,26,0
jack,23,2,22,10,0
sarah,8,5,11,21,1
mike,22,12,19,42,1
queen,17,9,17,20,0
sarah,9,7,27,57,0
charlie,15,12,30,13,1
alice,8,7,19,50,1
grace,11,2,17,29,1
emma,10,1,5,41,1
frank,15,15,28,36,1
sarah,8,12,22,13,0
bob,23,9,9,37,0
robert,15,6,8,19,1
kevin,13,11,27,26,0
paul,8,2,27,24,1
paul,19,8,22,40,0
oscar,17,7,24,32,0
charlie,15,15,28,50,1
henry,22,15,8,12,0
tom,18,8,14,75,0
alice,11,15,21,66,0
linda,8,15,26,105,1
paul,6,3,7,14,0
sarah,11,5,28,55,0
emma,9,3,10,58,1
nina,8,2,23,101,1
mike,22,11,24,61,1
irene,21,13,18,28,1
jack,22,1,7,37,0
bob,22,13,15,32,0
david,13,15,5,49,0
kevin,17,14,17,104,0
nina,17,7,14,97,0
nina,20,13,8,82,1
mike,21,13,15,43,0
linda,11,1,10,37,1
david,14,5,19,66,1
david,13,3,29,55,1
oscar,7,11,24,82,1
mike,23,10,5,72,0
irene,11,60,97,39,3
jack,22,9,7,35,0
kevin,19,8,18,102,1
mike,22,49,126,33,4
henry,22,10,9,103,1
bob,22,10,16,31,0
tom,12,66,200,117,6
emma,9,8,19,15,1
kevin,19,15,7,54,1
tom,9,2,14,19,1
irene,20,2,29,89,1
charlie,15,13,24,64,1
tom,22,5,7,28,1
paul,14,9,29,37,1
kevin,7,15,18,116,0
bob,23,2,27,106,0
emma,9,6,6,10,0
mike,22,4,19,104,1
queen,12,15,20,94,1
linda,11,12,8,39,1
nina,14,9,20,88,0
linda,10,15,27,76,0
grace,9,11,15,92,1
grace,11,15,19,117,1
sarah,8,13,9,120,1
david,13,3,5,24,1
jack,22,3,29,94,0
jack,22,10,28,38,1
frank,12,2,28,75,0
sarah,10,2,27,61,1
mike,23,11,12,61,0
kevin,8,5,24,43,0
henry,23,14,16,105,0
charlie,16,11,21,41,1
bob,23,11,12,78,0
jack,22,3,5,24,1
henry,21,2,9,111,0
grace,11,13,14,33,1
frank,15,10,28,58,0
emma,9,5,30,33,0
queen,21,14,26,36,0
david,15,14,10,43,1
emma,11,7,9,74,1
mike,21,3,20,100,1
tom,13,5,26,98,1
grace,8,12,11,71,1
tom,20,1,20,28,1
mike,23,7,30,47,0
alice,9,4,18,118,1
kevin,18,14,7,15,1
tom,6,1,9,58,1
paul,13,8,20,120,0
henry,21,9,18,20,1
queen,9,1,17,42,0
david,12,5,17,79,1
bob,23,14,10,50,0
tom,18,5,14,66,1
irene,9,12,25,83,0
kevin,8,7,5,81,1
mike,21,8,11,97,1
nina,22,4,24,38,1
linda,9,3,20,93,1
robert,21,11,7,17,0
frank,14,13,17,82,0
jack,21,8,29,113,0
nina,15,7,23,28,1
irene,21,12,5,119,0
david,14,7,22,68,1
robert,13,8,14,104,1
robert,11,11,5,36,1
jack,21,3,11,120,0
jack,21,14,20,51,0
robert,12,12,11,89,0
alice,9,15,20,77,0
mike,22,10,21,92,0
emma,8,15,26,115,1
linda,11,8,28,95,1
henry,22,14,21,70,0
bob,23,14,11,81,0
mike,21,4,22,120,0
frank,13,15,25,73,0
frank,14,13,12,108,1
alice,10,7,29,53,0
grace,9,2,13,59,1
linda,11,56,130,94,4
linda,10,11,27,42,1
queen,15,13,17,56,1
linda,8,10,12,56,0
frank,16,5,6,55,0
nina,8,13,17,24,1
linda,8,11,23,109,0
oscar,21,1,17,106,0
sarah,10,13,20,59,1
jack,21,15,6,58,1
linda,9,1,19,117,0
henry,22,15,25,107,0
kevin,22,12,18,71,1
mike,22,2,15,95,0
charlie,12,3,18,19,1
bob,23,5,8,59,1
kevin,13,4,6,59,1
tom,19,15,29,26,0
queen,13,4,21,75,1
irene,9,7,25,83,0
irene,15,3,11,41,0
oscar,16,1,10,44,1
oscar,11,15,5,35,0
paul,9,12,5,119,1
emma,9,13,26,84,0
robert,20,4,18,86,0
david,15,9,29,105,0
robert,13,7,11,24,0
frank,16,6,12,26,0
bob,23,10,25,22,1
jack,21,55,83,114,8
queen,17,15,25,50,1
nina,12,8,17,78,0
kevin,9,10,16,83,0
nina,7,4,26,15,1
charlie,14,9,28,62,1
oscar,15,14,11,79,1
bob,21,14,19,71,1
bob,21,14,21,71,1
henry,21,5,14,38,0
frank,12,1,27,65,0
frank,14,15,26,18,1
nina,21,13,28,62,1
grace,8,2,18,91,0
bob,22,6,24,117,1
alice,9,12,16,93,0
charlie,13,5,24,47,0
grace,9,11,28,43,1
frank,16,7,26,39,1
bob,21,11,9,95,1
irene,17,2,17,80,1
irene,15,7,22,43,1
alice,11,13,30,77,0
sarah,11,4,12,49,0
bob,22,10,28,112,0
emma,11,12,23,96,1
jack,21,10,10,106,0
jack,22,13,9,62,1
grace,9,14,5,37,0
henry,23,2,19,65,0
paul,10,9,26,31,1
jack,21,14,14,24,1
emma,10,7,11,84,0
oscar,15,11,6,12,0
henry,23,7,17,88,0
queen,8,15,25,106,1
jack,22,10,25,91,0
jack,21,4,5,108,1
emma,11,2,16,44,0
linda,10,12,30,30,0
nina,8,1,20,104,0
henry,21,6,17,78,0
nina,17,12,13,59,0
paul,18,10,19,23,1
mike,23,10,26,87,1
emma,8,5,17,43,0
tom,11,1,10,113,1
robert,21,5,24,51,0
frank,16,15,10,52,0
alice,9,14,30,48,0
robert,10,4,10,29,1
jack,21,10,8,120,0
emma,10,7,12,54,0
oscar,7,14,24,84,1
kevin,22,6,18,14,0
paul,10,9,21,13,0
sarah,8,14,11,100,1
paul,21,1,30,97,0
bob,23,9,15,35,0
frank,12,8,21,64,0
bob,21,7,23,51,1
jack,22,6,13,39,0
nina,12,4,12,63,0
irene,19,1,15,36,1
oscar,18,5,28,32,1
jack,23,6,28,76,0
tom,19,4,29,56,0
kevin,21,7,14,14,1
paul,6,11,5,97,1
emma,8,1,20,44,1
frank,13,4,22,67,1
bob,22,5,23,49,1
kevin,8,3,5,62,1
jack,23,3,7,94,1
david,13,7,18,120,0
paul,19,14,20,43,1
queen,10,1,15,51,1
linda,10,8,16,81,0
david,15,3,20,69,0
charlie,13,9,16,86,1
queen,14,5,8,44,0
queen,15,11,12,45,1
linda,9,14,25,50,1
robert,16,13,24,44,0
paul,13,15,24,95,1
linda,8,7,14,51,0
nina,13,10,17,78,1
mike,22,6,11,120,0
david,15,10,5,50,1
david,15,10,30,87,0
irene,15,11,12,24,0
robert,17,8,27,54,0
robert,15,1,12,115,1
sarah,9,4,30,11,1
frank,13,10,20,11,0
nina,20,15,6,30,1
jack,23,11,30,62,1
emma,10,8,5,88,0
grace,10,14,16,100,1
henry,23,3,20,64,1
jack,22,3,13,112,0
frank,16,6,7,39,0
queen,20,13,20,26,0
david,16,1,19,33,1
henry,21,15,19,92,1
mike,21,5,7,56,1
sarah,9,13,12,61,0
mike,23,15,23,30,1
frank,16,13,23,77,0
sarah,8,9,29,115,1
kevin,13,7,16,71,1
henry,21,15,23,51,1
alice,10,11,25,79,0
alice,9,4,30,96,0
oscar,18,10,11,78,0
irene,13,9,16,17,0
grace,8,1,12,25,1
david,15,7,5,12,0
robert,9,11,29,95,0
robert,10,8,14,83,0
alice,8,7,8,101,1
alice,8,2,11,55,0
jack,22,1,27,66,0
irene,9,8,17,33,1
nina,8,10,5,81,0
robert,6,5,20,38,0
sarah,9,14,6,28,0
paul,18,9,23,60,0
charlie,16,8,20,13,1
david,15,9,8,86,1
queen,17,5,6,118,0
charlie,12,6,12,42,1
jack,23,11,21,84,0
grace,8,11,27,104,1
henry,22,12,15,99,0
frank,12,7,7,49,0
sarah,8,2,23,98,1
nina,15,8,24,13,1
henry,23,10,16,13,1
tom,9,10,24,90,0
henry,21,6,18,13,0
tom,11,5,21,34,1
sarah,8,13,21,11,0
henry,22,5,8,106,1
nina,21,14,19,99,1
grace,11,3,20,13,0
henry,21,4,5,47,1
sarah,8,5,23,81,1
bob,22,3,22,77,1
jack,23,6,12,58,1
jack,23,6,26,18,1
bob,21,4,21,39,0
david,16,6,5,112,0
paul,15,1,22,109,0
emma,9,4,9,15,1
linda,8,2,6,85,1
bob,22,2,8,57,1
irene,22,4,6,89,1
emma,8,65,188,62,5
oscar,22,1,15,103,1
sarah,11,1,5,86,1
grace,8,15,17,45,0
bob,21,7,12,69,1
henry,21,1,8,72,0
tom,20,1,11,77,1
charlie,15,12,22,66,1
nina,12,5,11,53,1
nina,18,5,13,54,1
grace,9,4,21,97,1
robert,22,6,20,115,1
bob,21,3,17,20,0
nina,15,14,10,65,1
jack,21,12,23,100,0
bob,22,14,25,83,1
sarah,11,2,12,115,0
irene,8,14,29,55,0
robert,12,1,30,15,0
alice,11,14,7,48,1
queen,7,6,29,65,1
queen,13,1,9,46,0
mike,23,14,17,37,1
henry,23,6,16,66,1
oscar,17,7,12,114,0
paul,20,14,13,80,0
david,16,11,30,57,0
paul,12,1,10,58,1
mike,23,2,27,23,0
sarah,10,14,8,74,0
henry,22,2,28,28,1
grace,10,15,16,83,0
jack,22,5,29,41,1
grace,11,15,15,105,0
irene,18,6,15,10,0
sarah,8,14,24,32,0
mike,21,1,7,112,0
frank,15,9,23,43,0
kevin,10,1,30,31,1
emma,8,5,15,59,1
paul,19,14,29,22,1
bob,23,8,15,91,0
jack,21,9,16,56,0
bob,21,15,17,11,1
sarah,11,2,27,102,1
grace,9,4,19,31,1
tom,19,2,16,96,0
kevin,14,10,20,106,0
jack,21,12,10,43,1
emma,9,7,5,47,0
mike,21,6,25,28,1
sarah,9,3,29,120,0
kevin,9,1,15,71,0
henry,21,101,99,30,4
emma,10,15,13,118,0
emma,11,12,17,89,1
irene,12,13,11,25,1
alice,9,2,21,37,0
paul,18,8,12,53,0
david,13,1,20,49,0
mike,21,2,14,74,0
grace,10,7,14,17,0
emma,11,8,14,72,0
oscar,16,14,26,46,1
oscar,11,1,8,111,0
emma,8,1,12,118,0
jack,23,2,24,19,1
bob,21,3,18,29,0
robert,6,14,5,11,1
jack,22,1,8,106,1
queen,19,11,11,68,0
nina,21,13,30,19,1
tom,8,15,7,70,0
grace,9,2,14,101,1
linda,10,4,10,71,0
grace,8,1,29,73,0
robert,18,10,29,87,1
paul,9,5,20,43,0
bob,23,14,13,36,0
mike,21,10,26,36,0
linda,8,3,27,36,0
sarah,10,11,27,89,0
alice,8,15,16,42,1
grace,9,8,26,94,0
oscar,18,13,8,48,1
kevin,10,10,25,85,0
alice,10,5,6,114,0
irene,13,7,30,55,1
mike,23,4,18,72,0
emma,10,9,17,21,0
irene,7,11,27,60,0
sarah,8,7,8,92,1
tom,16,15,19,63,0
queen,21,4,24,12,0
robert,7,8,20,95,0
alice,10,1,23,34,1
frank,16,6,22,69,1
paul,9,5,11,77,0
emma,9,7,19,102,0
emma,9,7,24,89,1
charlie,16,3,5,43,0
kevin,11,11,26,28,1
charlie,16,5,30,78,0
david,13,5,20,32,0
charlie,15,12,20,79,1
queen,13,4,19,64,0
tom,16,5,5,15,0
kevin,8,6,10,29,1
david,13,5,19,106,1
sarah,9,11,15,86,1
bob,21,14,30,19,0
alice,11,15,26,19,0
kevin,19,11,12,88,0
queen,22,12,6,65,0
bob,22,10,30,20,0
linda,9,4,26,103,1
frank,12,13,30,49,0
tom,20,3,17,82,1
sarah,10,10,11,106,0
emma,8,15,8,75,0
frank,13,11,14,38,1
linda,9,3,19,68,0
mike,22,15,13,110,0
david,16,12,6,76,1
sarah,9,3,13,112,1
frank,12,15,9,81,1
sarah,10,7,14,119,1
grace,8,4,16,92,0
alice,11,14,18,66,0
david,14,10,19,13,0
charlie,15,2,24,90,0
queen,10,14,27,27,0
sarah,11,64,158,81,3
mike,23,10,22,28,0
henry,22,1,7,33,1
henry,23,79,181,83,8
jack,22,5,24,76,0
bob,23,4,17,15,1
jack,23,1,15,69,0
henry,22,8,20,26,0
irene,22,77,92,34,8
alice,8,7,21,44,0
linda,11,5,9,91,1
robert,18,8,28,112,0
oscar,13,12,19,19,0
robert,19,1,13,24,0
charlie,15,9,29,91,1
grace,10,13,25,81,0
alice,9,7,28,52,0
henry,21,14,10,87,0
alice,9,4,9,88,1
jack,23,3,17,29,1
paul,16,13,18,109,0
paul,13,9,24,77,0
tom,10,12,30,30,1
grace,9,6,30,34,1
grace,10,13,25,26,1
henry,23,9,29,19,0
emma,10,10,25,89,1
grace,10,5,10,13,0
bob,22,7,20,24,1
paul,7,3,29,40,0
jack,23,12,25,31,1
mike,22,12,22,42,1
nina,19,7,16,61,0
grace,9,1,14,96,1
emma,8,15,10,119,1
bob,23,7,26,40,0
nina,8,13,17,36,0
linda,9,2,8,65,1
david,16,5,24,15,1
paul,18,12,9,106,0
david,14,3,8,75,0
paul,10,10,9,106,0
paul,10,4,23,114,1
frank,12,7,15,88,0
robert,10,8,22,117,0
alice,10,5,24,14,0
frank,12,13,5,15,1
charlie,15,10,28,78,0
tom,12,2,30,77,1
alice,9,4,30,26,0
robert,7,12,24,81,0
grace,9,76,80,17,5
bob,21,15,14,69,0
tom,14,6,15,17,0
tom,19,9,11,33,0
kevin,15,7,29,21,1
mike,21,11,18,70,0
mike,23,12,10,21,1
henry,22,10,19,99,0
mike,23,10,18,57,0
kevin,8,12,13,110,1
jack,22,2,20,16,1
tom,18,13,30,43,0
jack,23,15,8,95,0
tom,6,14,23,23,1
alice,8,13,29,90,1
tom,22,12,23,99,1
henry,22,12,30,100,0
queen,11,14,25,27,1
queen,12,7,23,117,0
linda,8,10,27,100,1
alice,11,10,13,75,0
irene,16,9,20,100,1
charlie,12,11,28,114,0
oscar,10,4,27,28,1
linda,10,13,6,39,0
paul,7,13,28,78,1
bob,23,2,30,83,0
alice,8,12,20,21,0
charlie,15,12,17,104,1
robert,18,5,5,30,0
oscar,11,8,19,18,1
nina,19,9,14,53,0
irene,17,9,12,44,0
grace,10,10,27,21,0
grace,8,1,6,88,0
david,15,1,9,100,1
charlie,12,15,27,82,0
jack,23,4,13,44,1
mike,22,6,15,74,0
robert,21,4,14,92,1
frank,12,13,20,79,1
henry,22,119,129,63,5
frank,15,12,13,94,0
alice,10,5,19,41,0
queen,12,13,13,82,0
kevin,8,3,26,88,1
jack,21,14,17,14,1
frank,13,15,16,38,0
charlie,13,2,22,99,0
linda,8,9,14,43,1
frank,15,10,20,105,1
queen,18,5,27,78,0
charlie,13,14,16,55,1
sarah,8,6,28,12,1
nina,18,10,27,101,1
jack,22,9,15,34,1
nina,17,15,29,103,0
grace,10,2,14,105,1
alice,11,4,11,11,1
queen,21,11,19,25,0
david,15,13,12,102,0
sarah,9,9,5,49,1
nina,6,3,12,68,0
charlie,16,10,16,103,1
kevin,11,10,9,54,1
tom,22,3,16,102,0
henry,22,11,21,113,1
sarah,8,3,22,95,0
oscar,17,7,22,27,0
sarah,8,13,14,105,0
david,15,2,7,91,1
paul,12,12,29,115,1
bob,23,3,29,63,1
queen,7,10,15,104,1
sarah,8,12,16,68,0
henry,21,10,27,120,0
kevin,14,9,17,118,1
jack,22,15,16,54,0
charlie,14,3,22,86,0
grace,10,12,19,29,1
sarah,11,10,11,48,1
jack,23,4,10,28,0
henry,23,11,30,42,1
henry,22,12,25,43,0
robert,18,6,9,94,0
sarah,11,6,13,42,1
kevin,10,13,24,62,1
sarah,10,7,19,55,1
sarah,9,6,11,97,1
tom,12,13,30,63,0
henry,23,11,26,63,0
robert,11,10,7,14,1
frank,16,11,6,113,1
emma,10,7,15,11,1
frank,13,5,18,69,0
oscar,20,15,8,15,0
nina,8,92,110,61,4
frank,13,1,21,22,1
queen,13,10,18,65,0
charlie,15,7,17,18,1
frank,16,6,16,12,0
frank,15,6,5,57,0
frank,14,9,23,46,0
queen,10,11,30,18,1
henry,21,7,17,43,0
sarah,11,5,12,51,1
sarah,8,15,18,80,0
grace,11,4,22,12,0
kevin,8,2,12,70,1
jack,21,4,6,59,1
robert,22,2,27,16,1
queen,10,12,26,44,0
kevin,12,13,5,81,0
bob,22,6,25,103,1
irene,7,99,176,107,4
robert,9,8,22,96,0
irene,18,11,5,119,1
alice,8,12,29,40,0
bob,21,9,7,45,1
robert,9,5,7,92,0
robert,10,4,11,102,1
sarah,10,13,19,72,0
nina,7,7,13,83,0
charlie,16,10,16,10,1
henry,23,3,20,109,0
jack,22,9,9,106,1
mike,21,12,12,119,0
henry,21,4,18,97,0
henry,23,10,20,69,0
david,14,5,30,35,1
henry,22,4,7,79,1
emma,9,10,18,22,0
queen,17,8,20,105,1
tom,14,15,21,105,0
alice,8,11,20,75,0
david,13,1,15,10,0
oscar,10,10,18,63,1
oscar,11,10,13,114,1
tom,12,7,30,36,0
henry,22,1,14,53,1
irene,11,6,29,88,1
paul,9,10,25,69,1
alice,10,6,19,95,1
nina,9,1,8,25,1
queen,11,14,9,44,1
queen,18,11,13,118,1
charlie,16,11,23,25,0
sarah,8,12,30,76,0
kevin,18,5,5,87,1
paul,20,5,21,55,1
frank,13,5,8,52,1
henry,21,10,16,74,1
nina,16,49,143,116,3
alice,9,12,15,91,0
mike,22,8,15,59,0
kevin,15,11,28,47,0
david,16,5,30,88,0
charlie,14,14,18,120,1
henry,21,5,17,108,1
alice,11,15,19,83,1
queen,12,3,22,18,0
grace,9,12,19,76,1
kevin,20,4,5,75,0
mike,23,3,21,95,1
alice,11,9,17,117,1
charlie,12,13,21,63,1
mike,23,12,15,55,0
nina,16,41,189,105,4
tom,11,3,8,55,1
tom,19,5,7,74,0
david,15,15,26,95,1
robert,8,9,12,113,0
queen,6,8,5,17,0
tom,15,5,7,95,1
linda,9,13,9,70,0
linda,8,4,11,26,0
robert,14,1,11,48,0
jack,21,13,13,75,1
linda,9,12,29,116,1
frank,16,12,24,13,0
queen,15,8,14,49,0
tom,18,4,27,114,1
emma,8,3,15,82,0
sarah,9,2,6,64,1
charlie,15,9,24,40,1
kevin,22,2,6,29,1
kevin,11,8,9,29,0
paul,7,15,17,64,1
tom,7,3,14,69,1
sarah,11,10,12,109,0
robert,16,4,16,50,0
nina,18,6,24,41,1
charlie,14,12,9,72,0
henry,23,7,22,103,0
grace,9,5,20,94,1
grace,11,14,23,60,0
tom,17,8,11,19,0
paul,22,6,22,31,1
grace,10,15,21,118,0
tom,9,13,11,30,0
mike,23,14,9,16,1
mike,23,14,7,12,0
grace,9,14,21,17,1
david,12,4,12,85,0
bob,22,15,9,62,0
alice,11,15,15,93,1
charlie,12,6,23,70,1
bob,23,1,15,57,0
mike,22,8,7,81,1
linda,8,7,25,50,1
tom,16,13,11,27,1
emma,10,11,17,19,0
jack,22,8,18,73,1
sarah,11,12,7,46,0
robert,21,4,14,59,1
tom,13,7,12,74,0
alice,8,4,17,84,1
frank,15,2,25,72,0
oscar,14,11,15,92,0
alice,9,9,13,61,0
henry,23,12,9,81,0
mike,23,4,29,14,0
linda,10,15,25,26,0
emma,10,4,22,105,0
tom,9,7,10,72,0
henry,21,12,22,40,0
kevin,19,13,12,74,0
alice,9,2,16,89,0
tom,9,10,9,12,0
david,14,4,6,40,0
irene,8,13,28,25,0
irene,13,8,22,115,0
charlie,13,12,6,34,0
charlie,15,5,7,41,0
paul,21,4,14,120,0
linda,11,3,5,89,0
david,13,12,13,104,0
mike,23,15,23,23,1
mike,23,2,22,29,0
frank,15,8,30,19,0
henry,21,3,16,101,0
david,14,2,24,20,1
linda,11,10,19,41,0
robert,12,10,10,63,0
grace,8,10,18,12,0
kevin,12,9,17,26,0
queen,7,2,7,30,1
mike,21,13,10,99,1
mike,21,10,15,20,1
mike,21,14,17,35,1
oscar,17,8,25,51,0
robert,7,9,7,93,1
linda,10,13,18,67,0
frank,16,15,8,52,0
tom,17,1,23,11,1
henry,23,12,18,53,1
robert,12,5,28,43,1
irene,19,6,20,29,1
tom,13,7,23,64,0
emma,11,11,20,59,1
paul,13,7,11,33,0
oscar,14,3,13,64,0
sarah,10,11,21,63,1
bob,22,7,5,56,0
linda,10,14,26,41,1
henry,22,11,27,94,0
frank,14,12,18,11,0
kevin,21,9,15,13,1
charlie,15,5,8,55,1
charlie,13,5,23,48,0
alice,11,12,12,70,0
linda,10,11,29,28,0
david,12,1,7,93,1
nina,13,58,134,53,5
queen,21,15,28,78,1
tom,22,10,21,102,1
grace,8,13,20,83,1
tom,9,12,11,65,1
henry,23,2,30,88,1
linda,9,7,13,48,0
robert,19,6,15,63,1
linda,10,15,17,97,0
alice,8,6,26,27,0
queen,7,4,11,78,0
frank,15,15,23,112,1
oscar,9,8,11,117,1
frank,14,10,25,13,1
paul,12,12,23,67,1
alice,8,15,23,76,0
jack,22,4,27,90,1
sarah,11,11,21,15,0
grace,8,12,29,53,1
bob,22,11,28,58,0
henry,21,4,28,33,0
irene,21,86,138,114,7
irene,8,1,13,23,0
irene,20,118,157,43,5
nina,20,7,14,63,0
oscar,22,8,30,77,1
kevin,12,14,23,53,0
oscar,21,7,17,36,0
charlie,12,5,28,39,1
alice,11,66,183,90,5
mike,22,4,6,48,1
kevin,9,11,24,58,1
bob,23,15,8,29,0
kevin,8,9,28,19,0
jack,21,5,12,17,1
frank,14,9,30,77,0
sarah,11,7,13,105,0
paul,11,3,15,24,1
mike,21,1,22,64,0
nina,10,7,24,94,0
david,16,10,30,38,1
oscar,8,3,17,69,0
oscar,10,5,6,67,1
linda,8,8,10,79,0
alice,10,1,28,99,0
kevin,6,9,30,80,1
queen,6,8,21,38,1
alice,8,7,8,35,1
charlie,16,12,8,37,1
frank,16,9,30,63,1
oscar,9,8,7,75,0
henry,23,12,14,21,1
david,12,6,10,112,0
paul,16,7,7,101,0
paul,17,14,7,27,0
irene,12,14,8,119,1
kevin,8,14,19,82,0
henry,21,4,23,63,1
nina,9,14,21,57,0
queen,11,9,23,41,1
bob,21,2,28,36,0
henry,23,2,25,13,1
irene,20,2,7,41,1
alice,9,14,21,36,0
irene,19,4,6,10,1
sarah,9,2,29,71,0
oscar,15,3,8,86,0
paul,19,4,6,83,1
linda,8,15,26,72,1
kevin,14,13,20,22,0
paul,7,13,7,11,0
sarah,8,2,6,96,0
david,15,15,12,111,1
irene,13,9,9,95,1
paul,21,10,13,18,0
sarah,8,6,18,47,1
paul,14,14,30,78,0
nina,14,1,11,63,0
queen,13,15,25,64,0
jack,23,7,27,83,0
tom,13,9,15,33,1
alice,9,3,21,111,0
robert,22,12,13,17,0
frank,15,1,23,51,0
linda,8,7,6,61,1
irene,13,1,14,58,0
david,12,6,10,101,0
sarah,8,1,15,71,1
mike,23,2,19,68,1
mike,22,9,5,52,1
robert,18,10,19,115,1
grace,8,10,16,28,0
queen,21,6,9,55,0
queen,12,6,22,29,0
oscar,14,6,25,96,1
grace,8,1,21,85,1
kevin,19,2,24,61,0
david,14,11,27,23,0
frank,14,9,8,13,1
emma,11,3,26,40,1
mike,23,91,94,104,3
emma,10,10,29,23,0
robert,13,9,13,115,1
grace,9,5,25,76,0
henry,22,10,12,42,1
bob,21,14,12,23,0
henry,21,11,30,22,0
kevin,18,14,15,69,1
mike,23,13,10,111,1
paul,15,14,27,82,1
linda,10,11,19,78,1
charlie,15,13,23,44,0
oscar,13,1,27,97,0
tom,12,8,16,49,1
sarah,10,4,9,10,0
linda,11,10,26,78,1
queen,6,8,26,116,0
henry,23,12,5,56,1
linda,10,13,26,88,1
paul,16,15,9,108,0
nina,16,9,17,89,1
mike,21,14,15,72,0
tom,17,2,15,17,1
kevin,16,5,7,69,0
oscar,7,11,11,86,0
paul,16,14,26,79,0
tom,12,11,16,48,1
david,13,4,24,36,0
robert,15,7,14,68,0
linda,8,8,21,75,1
mike,21,4,20,82,1
robert,22,12,12,70,0
irene,21,1,17,52,0
emma,8,7,26,76,0
paul,16,14,30,82,1
tom,6,15,15,120,0
oscar,20,5,18,56,1
irene,7,2,22,94,0
